Ref number,Carbon precursors,Sample name,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),C (%),O (%),N (%),Uptake (mmolg-1),DOI,Year,Title
16,Bamboo,AC-800,710,0.33,0.3,1,273,,,,3.23,https://doi.org/10.1016/j.joei.2025.102341,2026,Hydrothermal pretreatment for controlling bamboo biomass composition and regulating pore structure of bamboo-based activated carbon for CO2 adsorption
,,HBAC-3-800,880,0.39,0.34,1,273,,,,3.66,,,
,,HBAC-6-800,1025,0.46,0.41,1,273,,,,3.91,,,
,,HBAC-9-800,1084,0.53,0.43,1,273,,,,3.8,,,
,,HBAC-12-800,855,0.38,0.33,1,273,,,,3.7,,,
,,BAC-840,746,0.36,0.3,1,273,50.5,44.6,0.28000000000000003,3.31,,,
,,HBAC-3-840,906,0.45,0.36,1,273,52.6,40.9,0.18,2.35,,,
,,HBAC-6-840,1145,0.54,0.42,1,273,54.3,39.6,0.46,3.23,,,
,,HBAC-9-840,1393,0.79,0.55000000000000004,1,273,54.6,39.5,0.22,2.27,,,
,,HBAC-12-840,874,0.41,0.34,1,273,56.1,39.200000000000003,0.27,3.36,,,
17,Fish scales,AF-700,1371,0.85,,1,298,,,,3.34,https://doi.org/10.1021/acs.langmuir.5c00227,2025,Nitrogen Self-Doping Hierarchical Pore Biochar for Enhanced CO2 Capture: Modulation of Pore Structure and Surface Properties
18,Kraft lignin,PC-K2CO3-0.5–700,1308.8,0.57799999999999996,,1,298,,,,4.54,https://doi.org/10.1021/acs.energyfuels.5c00125,2025,Correlation between Pore Characteristics and High-Performance Carbon Dioxide Capture of Sustainable Porous Carbon Derived from Kraft Lignin and Potassium Carbonate
,,PC-KOH-0.5–700,1259.8,0.53900000000000003,,1,298,,,,4.45,,,
,,PC-NaOH-0.5–700,1107.8,0.56100000000000005,,1,298,,,,3.98,,,
,,PC-Na2CO3-0.5–700,973,0.55900000000000005,,1,298,,,,3.79,,,
,,PC-700,502.3,0.21199999999999999,,1,298,,,,2.33,,,
,,PC-K 2 CO3 -0.25–700,810.5,0.34399999999999997,,1,298,,,,3.65,,,
,,PC-K 2 CO 3 -0.5–700,1308.8,0.57799999999999996,,1,298,,,,4.54,,,
,,PC-K 2 CO 3 -1.0–700,1560.4,0.96599999999999997,,1,298,,,,4.35,,,
,,PC-K 2 CO 3 -2.0–700,1695.5,2.3460000000000001,,1,298,,,,4.13,,,
,,PC-K 2 CO 3 -0.5–500,635.20000000000005,0.307,,1,298,,,,2.61,,,
,,PC-K 2 CO 3 -0.5–600,1067.8,0.46200000000000002,,1,298,,,,4.09,,,
,,PC-K 2 CO 3 -0.5–700,1308.8,0.57799999999999996,,1,298,,,,4.54,,,
,,PC-K 2 CO 3 -0.5–800,1357.8,0.60199999999999998,,1,298,,,,4.35,,,
,,PC-K 2 CO 3 -0.5–900,1457.6,0.64,,1,298,,,,3.95,,,
19,Sodium lignosulfonate,CSLS1–2–700,2070,0.87419999999999998,0.81399999999999995,1,298,71.96,22.22,1.98,,https://doi.org/10.1016/j.jece.2025.115512,2025,Investigating the dual activation synergistic mechanism of KOH activation and sodium self-catalysis to uncover microporous mechanisms in CO2 adsorption
,,CSLS1–3–700,2801,1.3368,1.2059,1,298,,,,,,,
,,CSLS1–4–700,2955,1.5396000000000001,1.4137,1,298,,,,,,,
,,CSLS1–5–700,1881,1.1229,5.4199999999999998E-2,1,298,,,,,,,
,,CSLS2–2–700,1880,0.76519999999999999,0.71609999999999996,1,298,81.15,16.88,1.52,,,,
,,CSLS2–3–700,2604,1.1586000000000001,1.0498000000000001,1,298,,,,,,,
,,CSLS2–4–700,2957,1.5285,1.2847999999999999,1,298,,,,,,,
,,CSLS2–5–700,2933,1.5688,1.3401000000000001,1,298,,,,,,,
,,CSLS1–4–800,2452,1.2827,0.98970000000000002,1,298,,,,,,,
,,CSLS1–4–900,3197,2.6859000000000002,1.2810999999999999,1,298,,,,2.16,,,
,,CSLS2–4–800,3042,1.6074999999999999,1.4009,1,298,,,,,,,
,,CSLS2–4–900,3182,2.1436999999999999,1.5263,1,298,,,,2.21,,,
,,MSLS1–0.2,3362,2.7551000000000001,1.3434999999999999,1,298,88.92,7.53,1.09,2.3,,,
,,MSLS1–0.4,3276,2.6665999999999999,1.3304,1,298,,,,2.33,,,
,,MSLS1–0.6,3167,2.3935,1.3398000000000001,1,298,,,,,,,
,,MSLS2–0.2,3135,2.6583999999999999,1.0524,1,298,,,,,,,
,,MSLS2–0.4,3244,2.4670999999999998,1.4025000000000001,1,298,87.96,9.49,0.65,,,,
,,MSLS2–0.6,3225,2.1158999999999999,1.4971000000000001,1,298,,,,,,,
20,Starch potato,SAPC-1,1356,0.57999999999999996,0.49,1,273,,,,0.12,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2"
,,SAPC-2,1417,0.62,0.51,1,273,,,,4.57,,,
,,SAPC-3,1104,0.49,0.38,1,273,,,,5.18,,,
,,SAPC-3x,355,0.15,0.13,1,273,,,,2.78,,,
,,SAPC-3y,1052,0.56000000000000005,0.38,1,273,,,,3.84,,,
,,SAPC-3a,1346,0.71,0.46,1,273,,,,3.616,,,
,,E-SAPC-3,1210,0.56000000000000005,0.44,1,273,,,,4.45,,,
,,SC,88.77,0.72,0.0027,1,273,,,,2.59,,,
21,walnut shells,CK1-1-700,1288.90,0.5223,0.4593,1,298,,,,2.23,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar
,,M20-200,1310.67,0.4574,0.3926,1,298,,,,3.01,,,
,,M20-300,1422.88,0.4856,0.4245,1,298,,,,3.11,,,
,,M20-400,1531.13,0.5479,0.4902,1,298,,,,3.16,,,
,,M20-500,1540.80,0.5228,0.4509,1,298,,,,2.97,,,
22,wood powder,raw-750-0,317.03100000000001,0.171989,0.15528900000000001,1,298,,,,2.0699999999999998,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon
,,raw-750-3,1337.857,0.69186099999999995,0.65918699999999997,1,298,,,,3.16,,,
,,0.3FAC-750-0,385.654,0.22678799999999999,0.193276,1,298,,,,2.2000000000000002,,,
,,H2O2-750-3,860.75,0.60026100000000004,0.35278199999999998,1,298,,,,0.8,,,
,,0.3Fe-750-3,3144.096,1.6521189999999999,1.3855919999999999,1,298,,,,3,,,
,,0.3FAC-750-3,3065.616,1.619024,1.3933530000000001,1,298,,,,4.1500000000000004,,,
,,raw-750-0,317.03100000000001,0.171989,0.15528900000000001,1,273,,,,2.48,,,
,,raw-750-3,1337.857,0.69186099999999995,0.65918699999999997,1,273,,,,4.9400000000000004,,,
,,0.3FAC-750-0,385.654,0.22678799999999999,0.193276,1,273,,,,2.75,,,
,,H2O2-750-3,860.75,0.60026100000000004,0.35278199999999998,1,273,,,,1.45,,,
,,0.3Fe-750-3,3144.096,1.6521189999999999,1.3855919999999999,1,273,,,,2.2000000000000002,,,
,,0.3FAC-750-3,3065.616,1.619024,1.3933530000000001,1,273,,,,6.6,,,
23,Castor stalk,CAS,,,,,,38.96,56.48,1.01,,https://doi.org/10.21203/rs.3.rs-5879347/v1,2025,Chemical Activation of Castor Stalk-Derived Porous Carbon for Highly Efficient CO 2 Adsorption in Sustainable Carbon Capture Applications
,,AC,1687,1.015,,1,298,76.49,15.25,0.43,2.46,,,
24,Bamboo powder,BPAC-0,388.12,0.16400000000000001,0.1293,1,298,,,,2.4159999999999999,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture
,,BPAC-1,876.28,0.432,0.35859999999999997,1,298,,,,3.0009999999999999,,,
,,BPAC-2,1523.94,0.88700000000000001,0.63449999999999995,1,298,,,,3.3130000000000002,,,
,,BPAC-3,1913.85,1.087,0.80169999999999997,1,298,,,,3.7290000000000001,,,
,,BPAC-4,1657.36,0.89500000000000002,0.70020000000000004,1,298,,,,2.9780000000000002,,,
,,BPAC-0,388.12,0.16400000000000001,0.1293,1,273,,,,3.016,,,
,,BPAC-1,876.28,0.432,0.35859999999999997,1,273,,,,3.78,,,
,,BPAC-2,1523.94,0.88700000000000001,0.63449999999999995,1,273,,,,4.431,,,
,,BPAC-3,1913.85,1.087,0.80169999999999997,1,273,,,,6.0810000000000004,,,
,,BPAC-4,1657.36,0.89500000000000002,0.70020000000000004,1,273,,,,5.0750000000000002,,,
25,Coffee grounds,PCG-C8,1590,0.71,0.65,,,,,,,https://doi.org/10.3390/batteries11040158,2025,Preparation of Mesoporous Boron-Doped Porous Carbon Derived from Coffee Grounds via Hybrid Activation for Carbon Capture and Storage
,,PCG-C9,1580,0.7,0.64,,,,,,,,,
,,PCG-C10,1490,0.67,0.61,,,,,,,,,
,,B-PCG-C8,2060,1.01,0.87,,,,,,,,,
,,B-PCG-C9,1960,0.97,0.82,,,,,,,,,
,,B-PCG-C10,1940,1,0.83,,,,,,,,,
26,Pear branches,HC,555.42999999999995,0.61499999999999999,–,1,273,90.83,7.78,1.39,1.1572727272727272,https://doi.org/10.1016/j.seppur.2025.134678,2025,Biomass tar modified biochar with enhanced micropores and oxygen content for high efficiency CO2 capture
,,HCK,1466.1,0.95,0.748,1,273,82.52,15.53,1.95,2.5870454545454544,,,
,,HC@0.10,267.37,0.29299999999999998,–,1,273,77.709999999999994,20.09,2.21,2.895909090909091,,,
,,HCK@0.05,1309.1600000000001,0.82399999999999995,0.64100000000000001,1,273,,,,3.5547727272727272,,,
,,HCK@0.10,1178.45,0.60099999999999998,0.51400000000000001,1,273,,,,3.1531818181818183,,,
,,HCK@0.15,1054.95,0.67200000000000004,0.53500000000000003,1,273,,,,2.9636363636363638,,,
,,HCK@0.20,1082.6300000000001,0.69499999999999995,0.54100000000000004,1,273,,,,,,,
27,Balsa wood,B1,1226.3,0.84,,,,,,,,https://doi.org/10.1016/j.biombioe.2025.107963,2025,Creating easily accessible adsorption sites in natural wood-derived hierarchical porous carbon via a controlled delignification strategy for organic pollutant removal
,,B2,1279.0,1.17,,,,,,,,,,
,,B3,1484.5,1.66,,,,,,,,,,
,,B4,1454.5,1.06,,,,,,,,,,
,,B5,1189.8,0.87,,,,,,,,,,
28,Pea pods,AC,693.67,0.29099999999999998,,1,273,76.430000000000007,30.93,3.37,3,https://doi.org/10.1016/j.diamond.2025.112139,2025,"Comparison of biomaterials produced from carbonatization, hydrothermal reaction and chemical activation: Characterization, CO2 capture and mechanism"
,,AHC,18.88,5.5E-2,,1,273,71.52,18.11,2.72,1.37,,,
,,HC,2.94,1.4E-2,,1,273,41.93,52.91,0.17,0.155,,,
,,BC,2.72,3.0000000000000001E-3,,1,273,66.52,23.85,2.7,1.31,,,
,,BM,,,,,,40.44,50.94,2.63,,,,
29,Corn straw and rice husks,SA-PS-S,869.5,0.507,0.345,1,303,,,,,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures
,,SPS-S,1186.6,0.596,0.475,1,273,,,,4.65,,,
,,PS-S,1101.1,0.677,0.422,1,303,51.29,44.79,1.07,1.63,,,
,,PW-S,822.7,0.376,0.330,1,303,80.74,16.83,0.00,1.23,,,
,,PR-S,1047.3,0.655,0.278,1,303,86.82,12.65,0.00,,,,
,,PC-S,870.3,0.728,0.325,1,303,87.48,11.83,0.00,1.73,,,
,,PB-S,1160.6,0.745,0.448,1,273,87.66,11.17,0.00,5.25,,,
,,SPB-S,1329.0,0.831,0.541,1,303,,,,1.48,,,
30,Defatted cotton waste,DCW-600-1,353,0.16,0.14000000000000001,1,298,,,,2.52,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture
,,DCW-600-3,843,0.4,0.3,1,298,,,,3.05,,,
,,DCW-600-6,1312,0.55000000000000004,0.51,1,298,,,,3.17,,,
,,DCW-700-1,864,0.36,0.32,1,298,,,,3.85,,,
,,DCW-700-3,1559,0.64,0.59,1,298,,,,4.55,,,
,,DCW-700-6,1901,0.81,0.74,1,298,,,,3.62,,,
,,DCW-800-1,1201,0.49,0.45,1,298,,,,4.0599999999999996,,,
,,DCW-800-3,2327,1,0.94,1,298,,,,3.86,,,
,,DCW-800-6,2478,1.18,1.05,1,298,,,,3.19,,,
,,DCW-600-1,353,0.16,0.14000000000000001,1,273,,,,3.14,,,
,,DCW-600-3,843,0.4,0.3,1,273,,,,4.22,,,
,,DCW-600-6,1312,0.55000000000000004,0.51,1,273,,,,4.51,,,
,,DCW-700-1,864,0.36,0.32,1,273,,,,5.1100000000000003,,,
,,DCW-700-3,1559,0.64,0.59,1,273,,,,6.81,,,
,,DCW-700-6,1901,0.81,0.74,1,273,,,,5.6,,,
,,DCW-800-1,1201,0.49,0.45,1,273,,,,5.57,,,
,,DCW-800-3,2327,1,0.94,1,273,,,,6.2,,,
,,DCW-800-6,2478,1.18,1.05,1,273,,,,5.05,,,
31,Garlic,GAAC4,2208.7,1.16,0.61,1,273,89.73,8.79,0.86,3.38,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance
,,GAAC5,3256.6,1.60,0.81,1,273,89.06,9.61,0.76,3.82,,,
,,GAAC6,3449.2,1.67,1.14,1,273,91.62,7.36,0.52,5.25,,,
,,GAAC1:1,1385.2,0.668,0.551,1,273,,,,4.27,,,
