Ref number,Carbon precursors,Sample name,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),C (%),O (%),N (%),Uptake (mmolg-1),DOI,Year,Title
,,GAAC1:2,2225.1,1.02,0.833,1,273,,,,4.47,,,
,,GAAC1:4,2593.7,1.19,0.763,1,273,,,,3.96,,,
,,GAAC4,2208.7,1.16,0.61,5,273,89.73,8.79,0.86,9.56,,,
,,GAAC5,3256.6,1.60,0.81,5,273,89.06,9.61,0.76,11.86,,,
,,GAAC6,3449.2,1.67,1.14,5,273,91.62,7.36,0.52,15.09,,,
,,GAAC1:1,1385.2,0.668,0.551,5,273,,,,6.65,,,
,,GAAC1:2,2225.1,1.02,0.833,5,273,,,,11.76,,,
,,GAAC1:4,2593.7,1.19,0.763,5,273,,,,11.51,,,
,,GAAC4,2208.7,1.16,0.61,10,273,89.73,8.79,0.86,13.79,,,
,,GAAC5,3256.6,1.60,0.81,10,273,89.06,9.61,0.76,17.65,,,
,,GAAC6,3449.2,1.67,1.14,10,273,91.62,7.36,0.52,21.69,,,
,,GAAC1:1,1385.2,0.668,0.551,10,273,,,,7.49,,,
,,GAAC1:2,2225.1,1.02,0.833,10,273,,,,16.06,,,
,,GAAC1:4,2593.7,1.19,0.763,10,273,,,,16.6,,,
,,GAAC4,2208.7,1.16,0.61,30,273,89.73,8.79,0.86,22.1,,,
,,GAAC5,3256.6,1.60,0.81,30,273,89.06,9.61,0.76,27.68,,,
,,GAAC6,3449.2,1.67,1.14,30,273,91.62,7.36,0.52,30.62,,,
,,GAAC1:1,1385.2,0.668,0.551,30,273,,,,9.58,,,
,,GAAC1:2,2225.1,1.02,0.833,30,273,,,,22.9,,,
,,GAAC1:4,2593.7,1.19,0.763,30,273,,,,26.6,,,
32,Sawdust,Hydrochar-250 °C,74,0.09,,1,313,68.23,27.29,,0.05,https://doi.org/10.1016/j.jiec.2024.08.026,2025,Study of KOH-activated hydrochar for CO2 adsorption
,,AHC-650 °C,646,0.44,,1,313,77.09,21.15,0.31,0.9,,,
,,AHC-750 °C,1042,0.73,,1,313,79.83,18.81,0.45,0.95,,,
,,AHC-850 °C,1195,0.75,,1,313,82.73,16.38,0.38,0.86,,,
33,Ningdong coal powder,CH-MW200,878,0.39,0.35,1,273,88.64,10.22,1.1399999999999999,4.24,https://doi.org/10.1016/j.cej.2026.173326,2026,Targeted preparation of ultramicroporous carbon via stepwise microwave activation for efficient CO2 capture
,,0-MW200,1138,0.52,0.45,1,273,86.3,12.64,1.06,5.12,,,
,,10-MW200,1258,0.56000000000000005,0.49,1,273,87.04,12.30,0.66,5.84,,,
,,20-MW200,1060,0.48,0.41,1,273,88.08,10.97,0.95,5.44,,,
,,0-MW300,1311,0.65,0.52,1,273,89.48,9.70,0.82,5.54,,,
,,10-MW300,1377,0.6,0.53,1,273,89.52,9.71,0.77,6.15,,,
,,CH-MW200,878,0.39,0.35,1,298,88.64,10.22,1.1399999999999999,3.02,,,
,,0-MW200,1138,0.52,0.45,1,298,86.3,12.64,1.06,3.52,,,
,,10-MW200,1258,0.56000000000000005,0.49,1,298,87.04,12.30,0.66,4.21,,,
,,20-MW200,1060,0.48,0.41,1,298,88.08,10.97,0.95,3.82,,,
,,0-MW300,1311,0.65,0.52,1,298,89.48,9.70,0.82,3.8,,,
,,10-MW300,1377,0.6,0.53,1,298,89.52,9.71,0.77,4.1399999999999997,,,
34,domestic sludge,Dry septage Sludge,1.71,1.04E-2,,,,33,23.2,4.3499999999999996,0.27,https://doi.org/10.1016/j.rineng.2025.105136,2025,Effect of pyrolysis temperature of domestic sewage sludge biochar on CO2 adsorption
,,BC 300,2.96,1.5800000000000002E-2,,,,43,17.5,4.5,0.3,,,
,,BC 450,12.9,3.4099999999999998E-2,,,,37,17.600000000000001,3.6,0.5,,,
,,BC 600,22.91,4.0899999999999999E-2,,,,37,12.8,3.2,0.97099999999999997,,,
35,Walnut shells,MC1,396.12,0.35,0.13,1,273,82.83,13.99,3.18,2.55,https://doi.org/10.1016/j.joei.2025.102363,2026,"Adjustable ultra-micro, micro-, and mesopores in lignin-based hierarchical porous carbon for CO2 adsorption"
,,MC1.5-K3,1033.42,0.47,0.4,1,273,77.430000000000007,20.64,1.92,4.72,,,
,,MIC-K3,521.19000000000005,0.22,0.2,1,273,77.180000000000007,21.09,1.72,4.43,,,
,,MC1,396.12,0.35,0.13,1,303,82.83,13.99,3.18,2.55,,,
,,MC1.5-K3,1033.42,0.47,0.4,1,303,77.430000000000007,20.64,1.92,4.72,,,
,,MIC-K3,521.19000000000005,0.22,0.2,1,303,77.180000000000007,21.09,1.72,4.43,,,
36,Tea twigs,AC-A1B2,176,0.32,,1,298,,,,1.68,https://doi.org/10.1177/02636174251383610,2025,Activated carbon from tea twig waste via low-temperature KOH activation for efficient CO2 capture: Development mesoporous structures under mild conditions
,,AC-A1B4,223,0.36899999999999999,,1,298,,,,1.79,,,
,,AC-A1B6,156,0.27900000000000003,,1,298,,,,1.44,,,
,,AC-A2B2,202,0.375,,1,298,77.7,20.27,,2.42,,,
,,AC-A2B4,542,0.50800000000000001,,1,298,83.53,14.06,,2.86,,,
,,AC-A2B6,210,0.36099999999999999,,1,298,76.08,20.55,,1.91,,,
,,AC-A3B2,255,0.38600000000000001,,1,298,,,,2.04,,,
,,AC-A3B4,267,0.46600000000000003,,1,298,,,,2.46,,,
,,AC-A3B6,225,0.38200000000000001,,1,298,,,,1.69,,,
37,Pine wood,400 oC,301.87,0.09,,,,73.60,20.73,,,https://doi.org/10.1016/j.ces.2025.122820,2026,Ultramicroporous carbon materials preparation via one-step pyrolysis of biomass
,,500 oC,,,,,,79.86,16.05,,,,,
,,600 oC,495.19,0.13,,,,80.5,15.65,,,,,
,,700 oC,515.3,0.14,,,,86.55,10.25,,,,,
,,800 oC,889.42,0.24,,,,83.64,13.65,,,,,
38,sawdust,S300NZC,4.9573999999999998,,,,,60.1,23.8,12.7,8.6910000000000007,10.3390/ma18143243,2025,Sustainable Development of Sawdust Biochar as a Green and Promising Material for CO2 Capture Technologies
,,S300ZC,4.1228999999999996,,,,,51.2,29.1,10.199999999999999,15.5306,,,
,,S500NZC,458.1404,,,,,65.7,15.6,15.8,33.695999999999998,,,
,,S500ZC,717.59969999999998,,,,,64.5,12.4,15.3,35.339599999999997,,,
39,Porous straw,CSBC,26.91,1.6E-2,1.2E-2,1,273,72.19,7.59,0.98,1.43,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms
,,BM-CSBC,80.900000000000006,8.4000000000000005E-2,2.5999999999999999E-2,1,273,62.64,16.309999999999999,0.85,1.59,,,
,,BSBC,1.72,4.0000000000000001E-3,2E-3,1,273,54.77,10.47,0.69,1.48,,,
,,BM-BSBC,4.8,2.3E-2,1E-3,1,273,54.77,10.47,0.69,1.7,,,
,,COBC,5.03,1.6E-2,1E-3,1,273,67.08,9.73,1.18,1.43,,,
,,BM-COBC,40.99,6.2E-2,0.01,1,273,67.08,9.73,1.18,1.64,,,
,,CSBC,26.91,1.6E-2,1.2E-2,1,303,72.19,7.59,0.98,0.82,,,
,,BM-CSBC,80.900000000000006,8.4000000000000005E-2,2.5999999999999999E-2,1,303,62.64,16.309999999999999,0.85,1.02,,,
,,BSBC,1.72,4.0000000000000001E-3,2E-3,1,303,54.77,10.47,0.69,1.02,,,
,,BM-BSBC,4.8,2.3E-2,1E-3,1,303,54.77,10.47,0.69,1.1100000000000001,,,
,,COBC,5.03,1.6E-2,1E-3,1,303,67.08,9.73,1.18,0.89,,,
,,BM-COBC,40.99,6.2E-2,0.01,1,303,67.08,9.73,1.18,0.95,,,
,,CSBC,26.91,1.6E-2,1.2E-2,1,323,72.19,7.59,0.98,0.56999999999999995,,,
,,BM-CSBC,80.900000000000006,8.4000000000000005E-2,2.5999999999999999E-2,1,323,62.64,16.309999999999999,0.85,0.64,,,
,,BSBC,1.72,4.0000000000000001E-3,2E-3,1,323,54.77,10.47,0.69,0.86,,,
,,BM-BSBC,4.8,2.3E-2,1E-3,1,323,54.77,10.47,0.69,0.98,,,
,,COBC,5.03,1.6E-2,1E-3,1,323,67.08,9.73,1.18,0.75,,,
,,BM-COBC,40.99,6.2E-2,0.01,1,323,67.08,9.73,1.18,0.8,,,
,,CSBC,26.91,1.6E-2,1.2E-2,1,343,72.19,7.59,0.98,0.5,,,
,,BM-CSBC,80.900000000000006,8.4000000000000005E-2,2.5999999999999999E-2,1,343,62.64,16.309999999999999,0.85,0.56999999999999995,,,
,,BSBC,1.72,4.0000000000000001E-3,2E-3,1,343,54.77,10.47,0.69,0.75,,,
,,BM-BSBC,4.8,2.3E-2,1E-3,1,343,54.77,10.47,0.69,0.8,,,
,,COBC,5.03,1.6E-2,1E-3,1,343,67.08,9.73,1.18,0.59,,,
,,BM-COBC,40.99,6.2E-2,0.01,1,343,67.08,9.73,1.18,0.64,,,
40,waste wood chips,WPC600-3,2332.9,1.1000000000000001,0.75,1,273,,,,4.8499999999999996,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors
,,WPC600-4,3377.94,1.61,0.48,1,273,,,,5.59,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,1,273,,,,5.35,,,
,,WPC600-6,3686.1,1.88,0.13,1,273,,,,4.6900000000000004,,,
,,WPC600-3,2332.9,1.1000000000000001,0.75,30,273,,,,14.57,,,
,,WPC600-4,3377.94,1.61,0.48,30,273,,,,28.48,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,30,273,,,,36.4,,,
,,WPC600-6,3686.1,1.88,0.13,30,273,,,,37.47,,,
,,WPC600-3,2332.9,1.1000000000000001,0.75,1,283,,,,3.98,,,
,,WPC600-4,3377.94,1.61,0.48,1,283,,,,4.21,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,1,283,,,,4.24,,,
,,WPC600-6,3686.1,1.88,0.13,1,283,,,,3.87,,,
,,WPC600-3,2332.9,1.1000000000000001,0.75,30,283,,,,13.75,,,
,,WPC600-4,3377.94,1.61,0.48,30,283,,,,27.06,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,30,283,,,,33.9,,,
,,WPC600-6,3686.1,1.88,0.13,30,283,,,,34.520000000000003,,,
,,WPC600-3,2332.9,1.1000000000000001,0.75,1,298,,,,2.9,,,
,,WPC600-4,3377.94,1.61,0.48,1,298,,,,3,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,1,298,,,,2.7,,,
,,WPC600-6,3686.1,1.88,0.13,1,298,,,,2.76,,,
,,WPC600-3,2332.9,1.1000000000000001,0.75,30,298,,,,12.42,,,
,,WPC600-4,3377.94,1.61,0.48,30,298,,,,23.4,,,
,,WPC600-5,3487.6,1.67,0.28000000000000003,30,298,,,,27.98,,,
,,WPC600-6,3686.1,1.88,0.13,30,298,,,,28.33,,,
41,Tea twigs,AC1-B2C6,430,0.28199999999999997,0.14099999999999999,1,313,,,,2.2216,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture
,,AC1-B4C6,180,0.216,0.19500000000000001,1,313,,,,2.6610999999999998,,,
,,AC1-B8C6,571,0.45600000000000002,0.23499999999999999,1,313,41,11.45,,3.1032999999999999,,,
,,AC1-B2C7,419,0.26900000000000002,0.20100000000000001,1,313,,,,2.4182999999999999,,,
,,AC1-B4C7,687,0.55800000000000005,0.29299999999999998,1,313,,,,4.5396999999999998,,,
,,AC1-B8C7,707,0.54800000000000004,0.32400000000000001,1,313,77.239999999999995,18.18,,5.2119999999999997,,,
,,AC2-B2C8,442,0.27600000000000002,0.20899999999999999,1,313,,,,3.9575999999999998,,,
,,AC2-B4C8,490,0.41099999999999998,0.221,1,313,,,,4.7272999999999996,,,
,,AC2-B8C8,380,0.249,0.184,1,313,,,,4.5026000000000002,,,
,,AC2-B2C10,745,0.54800000000000004,0.46300000000000002,1,313,70.069999999999993,24.65,,3.7408999999999999,,,
,,AC2-B4C10,771,0.44900000000000001,0.373,1,313,,,,6.2790999999999997,,,
,,AC2-B8C10,1236,0.71299999999999997,0.59699999999999998,1,313,,,,6.6074000000000002,,,
,,AC2-B2C12,91,7.3999999999999996E-2,3.5999999999999997E-2,1,313,,,,3.5546000000000002,,,
,,AC2-B4C12,297,0.193,8.3000000000000004E-2,1,313,,,,5.4234,,,
,,AC2-B8C12,370,0.26400000000000001,0.11600000000000001,1,313,66.069999999999993,25.79,,5.8737000000000004,,,
42,Asphaltenes,LF-Asph,,,,10,298,80.400000000000006,,0.7,,https://doi.org/10.1016/j.crcon.2025.100371,2025,Asphaltene-derived nanoporous carbon materials for CO2 capture and supercapacitors
,,LF-800,,,,10,298,86.7,,1.3,,,,
,,LF-K,1780,,,10,298,92.1,,3.4,9.7,,,
,,LF-KN,916,,,10,298,88.9,,5.7,8.6,,,
,,KEC-Asph,,,,10,298,82.5,,0.8,,,,
,,KEC-800,,,,10,298,88.4,,1.4,,,,
,,KEC-K,1978,,,10,298,92.4,,3.3,,,,
,,KEC-KN,867,,,10,298,89,,5.8,,,,
,,Ku-Asph,,,,10,298,83.1,,1.1000000000000001,,,,
,,Ku-800,,,,10,298,87.7,,1.8,,,,
,,Ku-K,1700,,,10,298,90.6,,3.2,,,,
,,Ku-KN,831,,,10,298,88.3,,6.9,,,,
43,Coconut shell,CS-CO2,602,0.245,0.21099999999999999,1,303,73.5,,0.12,2.0,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases
,,CS-ZnCl2,1391,0.85899999999999999,0.24,1,303,80.599999999999994,,0.85,1.5,,,
,,ACM,1446,0.77900000000000003,0.69199999999999995,1,303,54.6,,0.23,2.5,,,
,,Fe-BTC,1213,0.625,0.48699999999999999,1,303,32.799999999999997,,0.2,2,,,
44,Ningdong coal powder,MW200-10,1456,0.69,0.61,1,273,88.07,10.24,,5.15,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating
,,MW200-30,980,0.62,0.5,1,273,88.63,9.95,,4.87,,,
,,MW300-20,1468,0.68,0.6,1,273,85.38,10.25,,5.41,,,
,,MW400-15,2037,1.05,0.98,1,273,85.42,13.48,,5.67,,,
,,MW400-5,1589,0.69,0.64,1,273,85.26,13.05,,5.35,,,
,,MW200-10,1456,0.69,0.61,1,298,88.07,10.24,,3.67,,,
,,MW200-30,980,0.62,0.5,1,273,88.63,9.95,,3.38,,,
,,MW300-20,1468,0.68,0.6,1,273,85.38,10.25,,3.7,,,
,,MW400-15,2037,1.05,0.98,1,273,85.42,13.48,,3.9,,,
,,MW400-5,1589,0.69,0.64,1,273,85.26,13.05,,3.72,,,
45,Walnut shells,AC-WS,276,0.113,4.7E-2,,,70.3,24.8,0.4,,https://doi.org/10.1016/j.biortech.2025.132040,2025,Optimisation of activated carbon from fruit stones and shells derived via molten salt activation for dye removal
,,AC-CS,275,9.9000000000000005E-2,4.8000000000000001E-2,,,70.3,14.9,0.4,,,,
,,AC-OS,306,0.108,5.8000000000000003E-2,,,74,18,0.7,,,,
,,AC-PS,351,0.10100000000000001,6.7000000000000004E-2,,,73.2,21.3,0.9,,,,
46,Rapeseed pollen,,,,,,,,,,,https://doi.org/10.1016/j.energy.2025.135979,2025,Preparation of biochar adsorbent materials by pyrolysis of rapeseed pollen in supercritical CO2
47,Pristine,K@Mg-1,1020,0.59,0.42,1,273,79.3,16.78,3.92,4.78,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure
,,K@Mg-2,719,0.5,0.28999999999999998,1,,,,,4.15,,,
,,K@Mg-3,439,0.43,0.21,1,,,,,2.41,,,
,,K@Mg-4,152,0.28999999999999998,0.16,1,,,,,1.29,,,
,,K@Ca-1,1072,0.64,0.45,1,,,,,4.82,,,
,,K@Ca-2,734,0.47,0.26,1,,,,,3.84,,,
,,K@Ca-3,387,0.4,0.18,1,,,,,2.72,,,
,,K@Ca-4,280,0.3,0.01,1,,78.63,17.010000000000002,4.3600000000000003,1.61,,,
,,K@Zn-1,1050,0.65,0.41,1,,78.290000000000006,16.97,4.74,5.13,,,
,,K@Zn-2,810,0.56000000000000005,0.3,1,,75.84,18.55,5.61,4.33,,,
,,K@Zn-3,639,0.6,0.27,1,,74.66,19.29,6.05,2.63,,,
,,K@Zn-4,115,0.27,0.03,1,,74.069999999999993,19.32,6.61,1.07,,,
48,Lignin,PK-0.25,1117,0.49,0.42,1,298,73.16,11.29,–,3.7,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption
,,PK-0.5,1404,0.64,0.53,1,298,74.42,14.13,–,4.03,,,
,,PK-1,1726,0.71,0.65,1,298,78.19,11.91,–,4.79,,,
,,PK-2,1986,0.85,0.8,1,298,72.23,16.36,–,3.92,,,
,,PK-0.25-PU,1125,0.51,0.44,1,298,81.83,8.14,2.97,4.3099999999999996,,,
,,PK-0.5-PU,1445,0.65,0.55000000000000004,1,298,83.95,9.2200000000000006,3.87,4.74,,,
,,PK-1-PU,1755,0.78,0.71,1,298,84.13,7.56,3.12,4.13,,,
,,PK-2-PU,1977,0.93,0.85,1,298,79.37,12.44,1.69,3.15,,,
,,PK-0.25-HU,1279,0.56999999999999995,0.48,1,298,81.36,10.75,2.96,4.46,,,
,,PK-0.5-HU,1506,0.66,0.57999999999999996,1,298,80.930000000000007,9.98,1.59,4.7699999999999996,,,
,,PK-1-HU,1664,0.72,0.65,1,298,77.16,8.11,1.96,4.5199999999999996,,,
,,PK-2-HU,2126,0.97,0.89,1,298,73.010000000000005,15.08,1.34,3.8,,,
,,HU-PK-0.25,1009,0.56999999999999995,0.39,1,298,78.44,13.64,1.31,3.79,,,
,,PK-0.25,1117,0.49,0.42,0.15,298,73.16,11.29,–,0.79,,,
,,PK-0.5,1404,0.64,0.53,0.15,298,74.42,14.13,–,0.97,,,
,,PK-1,1726,0.71,0.65,0.15,298,78.19,11.91,–,1.19,,,
,,PK-2,1986,0.85,0.8,0.15,298,72.23,16.36,–,0.92,,,
,,PK-0.25-PU,1125,0.51,0.44,0.15,298,81.83,8.14,2.97,1.4,,,
,,PK-0.5-PU,1445,0.65,0.55000000000000004,0.15,298,83.95,9.2200000000000006,3.87,1.39,,,
,,PK-1-PU,1755,0.78,0.71,0.15,298,84.13,7.56,3.12,1.1599999999999999,,,
,,PK-2-PU,1977,0.93,0.85,0.15,298,79.37,12.44,1.69,0.74,,,
,,PK-0.25-HU,1279,0.56999999999999995,0.48,0.15,298,81.36,10.75,2.96,1.44,,,
,,PK-0.5-HU,1506,0.66,0.57999999999999996,0.15,298,80.930000000000007,9.98,1.59,1.33,,,
,,PK-1-HU,1664,0.72,0.65,0.15,298,77.16,8.11,1.96,1.19,,,
,,PK-2-HU,2126,0.97,0.89,0.15,298,73.010000000000005,15.08,1.34,0.84,,,
,,HU-PK-0.25,1009,0.56999999999999995,0.39,0.15,298,78.44,13.64,1.31,0.92,,,
,,PK-0.25,1117,0.49,0.42,1,323,73.16,11.29,–,2.0299999999999998,,,
,,PK-0.5,1404,0.64,0.53,1,323,74.42,14.13,–,2.0499999999999998,,,
,,PK-1,1726,0.71,0.65,1,323,78.19,11.91,–,2.29,,,
,,PK-2,1986,0.85,0.8,1,323,72.23,16.36,–,2.1800000000000002,,,
,,PK-0.25-PU,1125,0.51,0.44,1,323,81.83,8.14,2.97,2.75,,,
,,PK-0.5-PU,1445,0.65,0.55000000000000004,1,323,83.95,9.2200000000000006,3.87,2.9,,,
,,PK-1-PU,1755,0.78,0.71,1,323,84.13,7.56,3.12,2.69,,,
,,PK-2-PU,1977,0.93,0.85,1,323,79.37,12.44,1.69,1.85,,,
,,PK-0.25-HU,1279,0.56999999999999995,0.48,1,323,81.36,10.75,2.96,2.97,,,
,,PK-0.5-HU,1506,0.66,0.57999999999999996,1,323,80.930000000000007,9.98,1.59,2.63,,,
,,PK-1-HU,1664,0.72,0.65,1,323,77.16,8.11,1.96,2.57,,,
,,PK-2-HU,2126,0.97,0.89,1,323,73.010000000000005,15.08,1.34,2.25,,,
,,HU-PK-0.25,1009,0.56999999999999995,0.39,1,323,78.44,13.64,1.31,2.2799999999999998,,,
,,PK-0.25,1117,0.49,0.42,0.15,323,73.16,11.29,–,0.39,,,
,,PK-0.5,1404,0.64,0.53,0.15,323,74.42,14.13,–,0.37,,,
,,PK-1,1726,0.71,0.65,0.15,323,78.19,11.91,–,0.42,,,
,,PK-2,1986,0.85,0.8,0.15,323,72.23,16.36,–,0.42,,,
,,PK-0.25-PU,1125,0.51,0.44,0.15,323,81.83,8.14,2.97,0.63,,,
,,PK-0.5-PU,1445,0.65,0.55000000000000004,0.15,323,83.95,9.2200000000000006,3.87,0.6,,,
,,PK-1-PU,1755,0.78,0.71,0.15,323,84.13,7.56,3.12,0.54,,,
,,PK-2-PU,1977,0.93,0.85,0.15,323,79.37,12.44,1.69,0.37,,,
,,PK-0.25-HU,1279,0.56999999999999995,0.48,0.15,323,81.36,10.75,2.96,0.63,,,
,,PK-0.5-HU,1506,0.66,0.57999999999999996,0.15,323,80.930000000000007,9.98,1.59,0.51,,,
,,PK-1-HU,1664,0.72,0.65,0.15,323,77.16,8.11,1.96,0.47,,,
,,PK-2-HU,2126,0.97,0.89,0.15,323,73.010000000000005,15.08,1.34,0.38,,,
,,HU-PK-0.25,1009,0.56999999999999995,0.39,0.15,323,78.44,13.64,1.31,0.41,,,
49,Macadamia nutshells,C,333.2,0.16,0.13,0.15,273,,,,1.48,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance"
,,K1K0,764.1,0.32,0.28999999999999998,0.15,273,,,,1.99,,,
,,K1K5,1117.0999999999999,0.48,0.43,0.15,273,,,,2.0299999999999998,,,
,,K1K10,982.3,0.42,0.37,0.15,273,,,,2.0699999999999998,,,
,,K3K0,1001.4,0.41,0.39,0.15,273,,,,2.21,,,
,,K3K5,1509.6,0.64,0.57999999999999996,0.15,273,,,,2.15,,,
,,K3K10,1521.3,0.65,0.59,0.15,273,,,,1.98,,,
,,K5K0,1295.0999999999999,0.54,0.5,0.15,273,,,,2.0499999999999998,,,
,,K5K5,1675.7,0.71,0.65,0.15,273,,,,1.97,,,
,,K5K10,1556.7,0.65,0.6,0.15,273,,,,2.08,,,
,,K0K5,392.9,0.19,0.15,0.15,273,,,,1.5,,,
,,K3N5,1046.5,0.47,0.4,0.15,273,,,,2.1,,,
,,C,333.2,0.16,0.13,0.15,298,,,,0.04,,,
,,K1K0,764.1,0.32,0.28999999999999998,0.15,298,,,,1.1399999999999999,,,
,,K1K5,1117.0999999999999,0.48,0.43,0.15,298,,,,1.1000000000000001,,,
,,K1K10,982.3,0.42,0.37,0.15,298,,,,1.1299999999999999,,,
,,K3K0,1001.4,0.41,0.39,0.15,298,,,,1.21,,,
,,K3K5,1509.6,0.64,0.57999999999999996,0.15,298,,,,1.1000000000000001,,,
,,K3K10,1521.3,0.65,0.59,0.15,298,,,,1.1200000000000001,,,
,,K5K0,1295.0999999999999,0.54,0.5,0.15,298,,,,1.1100000000000001,,,
,,K5K5,1675.7,0.71,0.65,0.15,298,,,,1.02,,,
,,K5K10,1556.7,0.65,0.6,0.15,298,,,,1.07,,,
,,K0K5,392.9,0.19,0.15,0.15,298,,,,0.04,,,
,,K3N5,1046.5,0.47,0.4,0.15,298,,,,1.2,,,
,,C,333.2,0.16,0.13,1,273,,,,3.12,,,
,,K1K0,764.1,0.32,0.28999999999999998,1,273,,,,4.4400000000000004,,,
,,K1K5,1117.0999999999999,0.48,0.43,1,273,,,,5.35,,,
,,K1K10,982.3,0.42,0.37,1,273,,,,5.18,,,
,,K3K0,1001.4,0.41,0.39,1,273,,,,5.34,,,
,,K3K5,1509.6,0.64,0.57999999999999996,1,273,,,,6.48,,,
,,K3K10,1521.3,0.65,0.59,1,273,,,,6.02,,,
,,K5K0,1295.0999999999999,0.54,0.5,1,273,,,,5.69,,,
,,K5K5,1675.7,0.71,0.65,1,273,,,,6.29,,,
,,K5K10,1556.7,0.65,0.6,1,273,,,,6.42,,,
,,K0K5,392.9,0.19,0.15,1,273,,,,3.07,,,
,,K3N5,1046.5,0.47,0.4,1,273,,,,5.53,,,
,,C,333.2,0.16,0.13,1,298,,,,0.1,,,
,,K1K0,764.1,0.32,0.28999999999999998,1,298,,,,3.18,,,
,,K1K5,1117.0999999999999,0.48,0.43,1,298,,,,3.6,,,
,,K1K10,982.3,0.42,0.37,1,298,,,,3.5,,,
,,K3K0,1001.4,0.41,0.39,1,298,,,,3.71,,,
,,K3K5,1509.6,0.64,0.57999999999999996,1,298,,,,4.1100000000000003,,,
,,K3K10,1521.3,0.65,0.59,1,298,,,,4.12,,,
,,K5K0,1295.0999999999999,0.54,0.5,1,298,,,,3.89,,,
,,K5K5,1675.7,0.71,0.65,1,298,,,,4.0199999999999996,,,
,,K5K10,1556.7,0.65,0.6,1,298,,,,4.07,,,
,,K0K5,392.9,0.19,0.15,1,298,,,,0.1,,,
,,K3N5,1046.5,0.47,0.4,1,298,,,,3.75,,,
50,Distiller's grains,KOH-C-0.5–600,693,0.37,0.32,1,273,,,,4.9800000000000004,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption
,,KOH-C-0.5–700,1059,0.56999999999999995,0.5,1,273,86.78,7.82,5.4,6.34,,,
,,K2CO3-C-0.5–700,855,0.49,0.4,1,273,89.26,8.0299999999999994,2.7,5.31,,,
,,KHCO3-C-0.5–700,480,0.26,0.23,1,273,86.66,9.36,3.97,5.2,,,
,,K3PO4-C-0.5–700,235,0.13,0.11,1,273,83.5,12.44,3.73,2.35,,,
,,NaOH-C-0.5–700,469,0.28000000000000003,0.19,1,273,79.400000000000006,15.45,2.76,3.2,,,
,,KOH-C-0.5–800,1299,0.71,0.6,1,273,84.19,14.38,1.1399999999999999,5.96,,,
,,KOH-C-1–800,2079,1.1399999999999999,0.94,1,273,,,,5.59,,,
,,KOH-C-2–800,2950,1.63,1.1200000000000001,1,273,,,,4.67,,,
,,C-800,5,0.01,3.0000000000000001E-3,1,273,,,,1.22,,,
,,KOH-C-0.5–600,693,0.37,0.32,1,298,,,,3.71,,,
,,KOH-C-0.5–700,1059,0.56999999999999995,0.5,1,298,86.78,7.82,5.4,4.26,,,
,,K2CO3-C-0.5–700,855,0.49,0.4,1,298,89.26,8.0299999999999994,2.7,3.66,,,
,,KHCO3-C-0.5–700,480,0.26,0.23,1,298,86.66,9.36,3.97,2.76,,,
,,K3PO4-C-0.5–700,235,0.13,0.11,1,298,83.5,12.44,3.73,1.71,,,
,,NaOH-C-0.5–700,469,0.28000000000000003,0.19,1,298,79.400000000000006,15.45,2.76,2.38,,,
,,KOH-C-0.5–800,1299,0.71,0.6,1,298,84.19,14.38,1.1399999999999999,3.75,,,
,,KOH-C-1–800,2079,1.1399999999999999,0.94,1,298,,,,3.35,,,
,,KOH-C-2–800,2950,1.63,1.1200000000000001,1,298,,,,2.75,,,
,,C-800,5,0.01,3.0000000000000001E-3,1,298,,,,1.03,,,
