Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
49,Macadamia nutshells,K5K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1556.7,0.65,0.6,0.15,298.0,1.07
49,Macadamia nutshells,K0K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",392.9,0.19,0.15,0.15,298.0,0.04
49,Macadamia nutshells,K3N5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1046.5,0.47,0.4,0.15,298.0,1.2
49,Macadamia nutshells,C,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",333.2,0.16,0.13,1.0,273.0,3.12
49,Macadamia nutshells,K1K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",764.1,0.32,0.29,1.0,273.0,4.44
49,Macadamia nutshells,K1K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1117.1,0.48,0.43,1.0,273.0,5.35
49,Macadamia nutshells,K1K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",982.3,0.42,0.37,1.0,273.0,5.18
49,Macadamia nutshells,K3K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1001.4,0.41,0.39,1.0,273.0,5.34
49,Macadamia nutshells,K3K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1509.6,0.64,0.58,1.0,273.0,6.48
49,Macadamia nutshells,K3K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1521.3,0.65,0.59,1.0,273.0,6.02
49,Macadamia nutshells,K5K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1295.1,0.54,0.5,1.0,273.0,5.69
49,Macadamia nutshells,K5K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1675.7,0.71,0.65,1.0,273.0,6.29
49,Macadamia nutshells,K5K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1556.7,0.65,0.6,1.0,273.0,6.42
49,Macadamia nutshells,K0K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",392.9,0.19,0.15,1.0,273.0,3.07
49,Macadamia nutshells,K3N5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1046.5,0.47,0.4,1.0,273.0,5.53
49,Macadamia nutshells,C,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",333.2,0.16,0.13,1.0,298.0,0.1
49,Macadamia nutshells,K1K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",764.1,0.32,0.29,1.0,298.0,3.18
49,Macadamia nutshells,K1K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1117.1,0.48,0.43,1.0,298.0,3.6
49,Macadamia nutshells,K1K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",982.3,0.42,0.37,1.0,298.0,3.5
49,Macadamia nutshells,K3K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1001.4,0.41,0.39,1.0,298.0,3.71
49,Macadamia nutshells,K3K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1509.6,0.64,0.58,1.0,298.0,4.11
49,Macadamia nutshells,K3K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1521.3,0.65,0.59,1.0,298.0,4.12
49,Macadamia nutshells,K5K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1295.1,0.54,0.5,1.0,298.0,3.89
49,Macadamia nutshells,K5K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1675.7,0.71,0.65,1.0,298.0,4.02
49,Macadamia nutshells,K5K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1556.7,0.65,0.6,1.0,298.0,4.07
49,Macadamia nutshells,K0K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",392.9,0.19,0.15,1.0,298.0,0.1
49,Macadamia nutshells,K3N5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1046.5,0.47,0.4,1.0,298.0,3.75
50,Distiller's grains,KOH-C-0.5–600,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,693.0,0.37,0.32,1.0,273.0,4.98
50,Distiller's grains,KOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1059.0,0.57,0.5,1.0,273.0,6.34
50,Distiller's grains,K2CO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,855.0,0.49,0.4,1.0,273.0,5.31
50,Distiller's grains,KHCO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,480.0,0.26,0.23,1.0,273.0,5.2
50,Distiller's grains,K3PO4-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,235.0,0.13,0.11,1.0,273.0,2.35
50,Distiller's grains,NaOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,469.0,0.28,0.19,1.0,273.0,3.2
50,Distiller's grains,KOH-C-0.5–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1299.0,0.71,0.6,1.0,273.0,5.96
50,Distiller's grains,KOH-C-1–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,2079.0,1.14,0.94,1.0,273.0,5.59
50,Distiller's grains,KOH-C-2–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,2950.0,1.63,1.12,1.0,273.0,4.67
50,Distiller's grains,C-800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,5.0,0.01,0.003,1.0,273.0,1.22
50,Distiller's grains,KOH-C-0.5–600,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,693.0,0.37,0.32,1.0,298.0,3.71
50,Distiller's grains,KOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1059.0,0.57,0.5,1.0,298.0,4.26
50,Distiller's grains,K2CO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,855.0,0.49,0.4,1.0,298.0,3.66
50,Distiller's grains,KHCO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,480.0,0.26,0.23,1.0,298.0,2.76
50,Distiller's grains,K3PO4-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,235.0,0.13,0.11,1.0,298.0,1.71
50,Distiller's grains,NaOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,469.0,0.28,0.19,1.0,298.0,2.38
50,Distiller's grains,KOH-C-0.5–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1299.0,0.71,0.6,1.0,298.0,3.75
50,Distiller's grains,KOH-C-1–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,2079.0,1.14,0.94,1.0,298.0,3.35
50,Distiller's grains,KOH-C-2–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,2950.0,1.63,1.12,1.0,298.0,2.75
50,Distiller's grains,C-800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,5.0,0.01,0.003,1.0,298.0,1.03
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,1.0,273.0,1.71
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,1.0,273.0,4.93
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,1.0,273.0,6.75
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,1.0,273.0,5.54
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,1.0,273.0,6.09
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,1.0,273.0,6.35
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,1.0,273.0,5.48
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,10.0,273.0,2.68
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,10.0,273.0,7.05
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,10.0,273.0,14.13
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,10.0,273.0,16.14
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,10.0,273.0,12.79
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,10.0,273.0,16.44
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,10.0,273.0,17.59
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,1.0,298.0,1.15
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,1.0,298.0,3.39
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,1.0,298.0,4.19
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,1.0,298.0,3.2
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,1.0,298.0,3.65
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,1.0,298.0,3.46
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,1.0,298.0,3.11
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,10.0,298.0,2.35
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,10.0,298.0,6.31
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,10.0,298.0,12.13
